belongs_to_collection,budget,genres,original_title,month,runtime,vote_average,revenue
,26000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Clockstoppers,3,94,4.9,38793283
,27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Closer,12,104,6.7,115505027
,102000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",Cloud Atlas,10,172,6.6,130482868
,6600000,"[{'id': 18, 'name': 'Drama'}]",Clouds of Sils Maria,8,124,6.7,1851517
"{'id': 177467, 'name': 'Cloudy with a Chance of Meatballs Collection', 'poster_path': '/pRAzOs9cZN8LlhaCKo6LQ0bSfyi.jpg', 'backdrop_path': '/eANL41F9Zp1xHMD6VnHnD3QS7ui.jpg'}",100000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Cloudy with a Chance of Meatballs,9,90,6.5,242988466
"{'id': 177467, 'name': 'Cloudy with a Chance of Meatballs Collection', 'poster_path': '/pRAzOs9cZN8LlhaCKo6LQ0bSfyi.jpg', 'backdrop_path': '/eANL41F9Zp1xHMD6VnHnD3QS7ui.jpg'}",78000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",Cloudy with a Chance of Meatballs 2,9,95,6.4,248384621
,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",Cloverfield,1,85,6.4,170764026
,8500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",Club Dread,2,104,5.1,5001655
,30000000,"[{'id': 18, 'name': 'Drama'}]",Coach Carter,1,136,7.3,76669806
,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Code Name: The Cleaner,1,84,4.7,10337477
,79000000,"[{'id': 18, 'name': 'Drama'}]",Cold Mountain,12,154,6.7,173013509
,65000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Collateral,8,120,7,217764291
,36000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Collateral Beauty,12,97,6.9,87416021
,85000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",Collateral Damage,2,108,5.5,78382433
,7000000,"[{'id': 35, 'name': 'Comedy'}]",College,8,94,4.8,6230276
,21500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",Collide,8,98,5.5,4811525
,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Colombiana,7,108,6.5,60965854
,14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]",Colonia,2,120,7.4,3621046
,90000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",Conan the Barbarian,8,113,5.2,48795021
,35000000,"[{'id': 18, 'name': 'Drama'}]",Concussion,11,123,7,50363790
,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",Confessions of a Dangerous Mind,12,113,6.6,33013805
,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",Confessions of a Dangerous Mind,12,113,6.6,33013805
,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Confessions of a Shopaholic,2,104,6.1,108332743
,15000000,"[{'id': 35, 'name': 'Comedy'}]",Confessions of a Teenage Drama Queen,2,89,5.1,29331068
,20000000,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Connie and Carla,4,98,6.4,11341016
"{'id': 437628, 'name': 'Constantine Collection', 'poster_path': None, 'backdrop_path': None}",100000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",Constantine,2,121,6.6,230884728
,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",Contagion,9,106,6.2,137551594
,25000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",Contraband,1,109,6.1,63100000
,450000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Conversations with Other Women,6,84,6.2,973525
,12500000,"[{'id': 18, 'name': 'Drama'}]",Conviction,9,107,7,6732980
,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Cop Out,2,107,5.3,55583804
,60000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Coraline,2,100,7.3,124596398
,7700000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Coriolanus,2,123,5.9,1072602
,11000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Corky Romano,10,86,4.1,23978402
,40000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",Corpse Bride,9,77,7.2,117195061
,20500000,"[{'id': 18, 'name': 'Drama'}]",Cosmopolis,5,109,5.1,6063556
,12000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",Country of My Skull,5,103,7.1,163536
,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Country Strong,12,117,5.9,20529194
,70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Couples Retreat,9,113,5.3,171844840
,1000000,"[{'id': 18, 'name': 'Drama'}]",Courageous,9,129,6.8,34522221
,163000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",Cowboys & Aliens,7,119,5.4,174822325
,45000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",Coyote Ugly,7,100,5.8,113916474
,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Cradle 2 the Grave,2,101,5.8,56489558
"{'id': 64751, 'name': 'Crank Collection', 'poster_path': '/wmUzRqcAi0KOW7sqnaAvEQtM8l.jpg', 'backdrop_path': '/cziWkSXQG3Vul0l3Mu2sOXLS1dC.jpg'}",12000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Crank,8,88,6.6,42931041
"{'id': 64751, 'name': 'Crank Collection', 'poster_path': '/wmUzRqcAi0KOW7sqnaAvEQtM8l.jpg', 'backdrop_path': '/cziWkSXQG3Vul0l3Mu2sOXLS1dC.jpg'}",20000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Crank: High Voltage,4,96,5.9,34560577
,6500000,"[{'id': 18, 'name': 'Drama'}]",Crash,1,112,7.2,98410061
,7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",Crazy Heart,12,112,6.8,39462438
,50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Crazy, Stupid, Love.",7,118,7,142851197
,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Crazy/Beautiful,6,99,6.6,16929123
"{'id': 1575, 'name': 'Rocky Collection', 'poster_path': '/mCY5dMkSSFQufGCViI6jNUU6pXq.jpg', 'backdrop_path': '/w4h6gjdWPvmu5R9H6zeGDPo1ZuV.jpg'}",37000000,"[{'id': 18, 'name': 'Drama'}]",Creed,11,133,7.3,173567581
,31500000,"[{'id': 28, 'name': 'Action'}]",Criminal,4,113,5.8,14708696
,55000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",Crimson Peak,10,119,6.4,74679822
"{'id': 9332, 'name': 'Crocodile Dundee Collection', 'poster_path': '/uFYcjCVfr5lsDnWliBWuHgWXgw.jpg', 'backdrop_path': '/pI2EqYQCzCRnrpiFHl8rrGp1qW9.jpg'}",21150000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",Crocodile Dundee in Los Angeles,4,92,4.7,39438674
,13000000,"[{'id': 18, 'name': 'Drama'}]",Crooked Arrows,5,95,5.6,1832541
,25000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Crossing Over,2,113,6.2,1037335
,5800000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",Crossover,9,95,4.2,7000000
,12000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",Crossroads,2,93,4.7,61141030
,2000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",Cruel World,9,88,4.8,16344
,1000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Cry_Wolf,9,90,5.6,10047674
"{'id': 55428, 'name': 'Curious George Collection', 'poster_path': '/8nOAUE2VgdnzxYurRjd1KjE98Sm.jpg', 'backdrop_path': '/qC533xWXnpR8SG3zrll8aKmeQXV.jpg'}",50000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Curious George,2,86,6.1,69834815
,35000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",Cursed,2,97,5.1,19294901
,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",D-Tox,1,96,5.4,6416302
"{'id': 228887, 'name': 'Daddy Day Camp Collection', 'poster_path': '/x6sXJspIoqj3CWqSfv8IYxukKP9.jpg', 'backdrop_path': '/hQXX7E22e1xJVudoNgZJn95BIAl.jpg'}",6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Daddy Day Camp,8,89,4.4,18197398
"{'id': 228887, 'name': 'Daddy Day Camp Collection', 'poster_path': '/x6sXJspIoqj3CWqSfv8IYxukKP9.jpg', 'backdrop_path': '/hQXX7E22e1xJVudoNgZJn95BIAl.jpg'}",60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Daddy Day Care,5,92,5.6,164433867
"{'id': 473971, 'name': ""Daddy's Home Collection"", 'poster_path': None, 'backdrop_path': '/16w6DLmX0OqGT5qBdMpfpWh4VkU.jpg'}",50000000,"[{'id': 35, 'name': 'Comedy'}]",Daddy's Home,12,96,5.8,242786137
,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Daddy's Little Girls,2,100,6.6,31609243
,250000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",Dahmer,6,101,5.2,144008
,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Dallas Buyers Club,9,117,7.9,55198285
,25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",Dan in Real Life,10,98,6.5,68377859
"{'id': 498, 'name': 'Heart of Gold Collection', 'poster_path': '/cwrmUIVzOuR9FdqKBfERkMHdde0.jpg', 'backdrop_path': '/293UTX2btTkblOL7WZF1Q7veIJm.jpg'}",12800000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]",Dancer in the Dark,5,140,7.7,40031879
,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",Danny Collins,3,107,6.6,10835752
,78000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Daredevil,2,103,5,179179718
,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Dark Blue,12,118,6.5,9237470
,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Dark Places,3,113,5.7,208588
,150000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",Dark Shadows,5,113,5.7,245527149
,3500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",Dark Skies,2,97,6.1,25174316
,25000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",Dark Tide,3,113,4.8,432274
,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Dark Water,6,105,5.3,25473093
,20000000,"[{'id': 35, 'name': 'Comedy'}]",Date Movie,2,83,3.6,48548426
,55000000,"[{'id': 35, 'name': 'Comedy'}]",Date Night,4,97,5.9,152263880
,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",Dave Chappelle's Block Party,9,100,6.5,11718595
,28000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",Dawn of the Dead,3,101,6.8,102356381
"{'id': 173710, 'name': 'Planet of the Apes (Reboot) Collection', 'poster_path': '/qQrEMycfVN2gRlKTLWGn0QdOnSk.jpg', 'backdrop_path': '/mepJpyqVtD6P65vgCU1ngGFEjs5.jpg'}",170000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Dawn of the Planet of the Apes,6,130,7.3,710644566
,20000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",Daybreakers,1,98,6,51416464
,20000000,"[{'id': 27, 'name': 'Horror'}]",Dead Silence,3,89,6.2,22217407
,12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Deadfall,11,95,5.6,66351
"{'id': 448150, 'name': 'Deadpool Collection', 'poster_path': '/30c5jO7YEXuF8KiWXLg9m28GWDA.jpg', 'backdrop_path': '/hBQOWY8qWXJVFAc8yLTh1teIu43.jpg'}",58000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",Deadpool,2,108,7.4,783112979
,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",Dear John,2,115,6.6,114977104
,9000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Death at a Funeral,2,90,6.9,46
,21000000,"[{'id': 35, 'name': 'Comedy'}]",Death at a Funeral,4,92,5.5,49050886
,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Death Defying Acts,9,97,5.5,8380329
,2000000,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",Death of a President,10,97,5.7,167000
"{'id': 339577, 'name': 'Grindhouse Collection', 'poster_path': '/sWUxopG2KTIn4ve8v0SlbAzLGaz.jpg', 'backdrop_path': '/f6CqIpHJLCqmd4VgytKymKl0JEF.jpg'}",25000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Death Proof,5,113,6.7,25037897
"{'id': 86116, 'name': 'Death Race Collection', 'poster_path': '/uffHLg0ekFlErCp7OkpecXkWPng.jpg', 'backdrop_path': '/cGaVuq8ZjX1UPD9wPRlzx6lP9kK.jpg'}",45000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",Death Race,8,105,6,73762516
,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Death Sentence,8,105,6.4,16974459
,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",December Boys,9,105,6.2,46474
,25000000,"[{'id': 53, 'name': 'Thriller'}]",Deception,4,107,5.7,17741298
,2000000,"[{'id': 18, 'name': 'Drama'}]",Decoding Annie Parker,5,91,5.5,48390
,110000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",Deepwater Horizon,9,107,6.5,121790373
,3500000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Defendor,9,101,6.5,44462
,32000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",Defiance,12,137,6.7,51155219
,26000000,"[{'id': 35, 'name': 'Comedy'}]",Delivery Man,10,105,6.2,51164106
,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Demolition,4,101,6.6,1978592
,3000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",Demonic,2,83,5,3387000
,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Denial,9,109,6.5,4073489
,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Derailed,11,108,6.1,57479076
"{'id': 86066, 'name': 'Despicable Me Collection', 'poster_path': '/xIXhIlZDRmSSfNbpN7kBCm5hg39.jpg', 'backdrop_path': '/15IZl405E664QDVxpFJBl7TtLmw.jpg'}",69000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Despicable Me,7,95,7.1,543513985
"{'id': 86066, 'name': 'Despicable Me Collection', 'poster_path': '/xIXhIlZDRmSSfNbpN7kBCm5hg39.jpg', 'backdrop_path': '/15IZl405E664QDVxpFJBl7TtLmw.jpg'}",76000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Despicable Me 2,6,98,7,970761885
"{'id': 86066, 'name': 'Despicable Me Collection', 'poster_path': '/xIXhIlZDRmSSfNbpN7kBCm5hg39.jpg', 'backdrop_path': '/15IZl405E664QDVxpFJBl7TtLmw.jpg'}",80000000,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",Despicable Me 3,6,96,6.2,1020063384
"{'id': 95664, 'name': 'Deuce Bigalow Collection', 'poster_path': '/szTJbYJnm3OPwYxQKLuTtgsUsQ1.jpg', 'backdrop_path': '/5jvRtBbRahwy1dDDNgh4kN1Yz24.jpg'}",22000000,"[{'id': 35, 'name': 'Comedy'}]",Deuce Bigalow: European Gigolo,8,83,4.6,22400154
,74500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",Deux frêëres,4,109,6.9,62172050
,10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Devil,1,80,5.8,33583175
,7000000,"[{'id': 27, 'name': 'Horror'}]",Devil's Due,1,89,4.4,36433975
"{'id': 44976, 'name': 'Dhoom Series', 'poster_path': '/qc1R0oO2tb7TFPiql7Aq6QoDwJp.jpg', 'backdrop_path': None}",11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Dhoom 2,11,147,5.9,46396427
,75000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",Dê©jê_ Vu,11,126,6.6,180557550
,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Diana,9,113,5.3,21766271
"{'id': 86110, 'name': 'Diary of a Wimpy Kid Collection', 'poster_path': '/4Miizfzuds4ldROTff9vB0Z3EId.jpg', 'backdrop_path': '/hTbw2nLM44eE5m7ZIIXodcoDR1X.jpg'}",15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Diary of a Wimpy Kid,3,92,5.9,75700498
"{'id': 86110, 'name': 'Diary of a Wimpy Kid Collection', 'poster_path': '/4Miizfzuds4ldROTff9vB0Z3EId.jpg', 'backdrop_path': '/hTbw2nLM44eE5m7ZIIXodcoDR1X.jpg'}",22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Diary of a Wimpy Kid: Dog Days,8,94,6,77112176
"{'id': 86110, 'name': 'Diary of a Wimpy Kid Collection', 'poster_path': '/4Miizfzuds4ldROTff9vB0Z3EId.jpg', 'backdrop_path': '/hTbw2nLM44eE5m7ZIIXodcoDR1X.jpg'}",21000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",Diary of a Wimpy Kid: Rodrick Rules,3,99,6.3,72417394
"{'id': 86110, 'name': 'Diary of a Wimpy Kid Collection', 'poster_path': '/4Miizfzuds4ldROTff9vB0Z3EId.jpg', 'backdrop_path': '/hTbw2nLM44eE5m7ZIIXodcoDR1X.jpg'}",22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Diary of a Wimpy Kid: The Long Haul,5,91,6.1,40120144
"{'id': 261590, 'name': 'Living Dead Collection', 'poster_path': '/mSJ20RTWWgtt3aTyn1iwNZ9fbYl.jpg', 'backdrop_path': '/inPPfnJ9Wzc9rg1MpkPm0P3D9rJ.jpg'}",2000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",Diary of the Dead,9,95,5.4,5364858
,58000000,"[{'id': 35, 'name': 'Comedy'}]",Did You Hear About the Morgans?,12,103,5.1,85280250
"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",140000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Die Another Day,11,133,5.8,431971116
,800000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Dikari,11,100,5.8,1328612
,2079000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Dil Chahta Hai,7,183,7.1,4099000
,69000000,"[{'id': 35, 'name': 'Comedy'}]",Dinner for Schmucks,7,114,5.5,86387857
,127500000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Dinosaur,5,82,6.2,354248063
"{'id': 86058, 'name': 'Dirty Dancing Collection', 'poster_path': '/gkrOvdbCFuGlxVwCYmczw7aw6Ku.jpg', 'backdrop_path': '/qR6POAKwCL8VwuK8ZjSAdRRFNj9.jpg'}",25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Dirty Dancing: Havana Nights,2,86,6,27685016
,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Dirty Girl,9,90,6.4,55125
,11500000,"[{'id': 35, 'name': 'Comedy'}]",Dirty Grandpa,1,102,5.7,94073028
,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",Disaster Movie,8,87,3.1,14109284
,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Disconnect,9,115,6.9,3428048
,30000000,"[{'id': 878, 'name': 'Science Fiction'}]",District 9,8,112,7.3,210819611
,20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",Disturbia,4,105,6.6,117760134
"{'id': 283579, 'name': 'Divergent Collection', 'poster_path': '/nXuCj7NcsC2bPJlwD6t2l9ZTDnt.jpg', 'backdrop_path': '/uExS9jcaFBM1wJhkn1Q1P0MFpv6.jpg'}",85000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",Divergent,3,139,6.9,288747895
,100000000,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",Django Unchained,12,165,7.8,425368238
,21000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",DOA: Dead or Alive,9,87,5,480314
,165000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",Doctor Strange,10,115,7.1,677718395
,20000000,"[{'id': 35, 'name': 'Comedy'}]",DodgeBall: A True Underdog Story,6,92,6.2,167722310
"{'id': 288491, 'name': 'Dolphin Tale Collection', 'poster_path': '/3Xav3CJrYtUBQ7mB2lKTJ7TSn1q.jpg', 'backdrop_path': '/hEji18uGq2IwKWs2IpWFw9EwlJp.jpg'}",37000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",Dolphin Tale,9,113,6.6,95404397
